pCTRtest
;pCTR
95;0.0005903324530849944
96;0.0009594972348011806
97;0.0004986828579832184
98;0.0009862207694496272
99;0.000312158025492491
100;0.0013044527241590413
101;0.0005928322294339328
102;0.0006149679736328737
103;0.00046542540802144627
104;0.002878916061897426
105;0.0030096640975296523
106;0.004097169017430662
107;0.00019809317765902184
108;0.00047528776873097955
109;5.860047414303221e-05
110;0.00034106428817192884
111;0.00019390430667592793
112;0.00021037830523035496
113;0.0008577816678323403
114;0.0007485393058916326
115;0.0004374977847991763
116;0.0008950416260711847
117;0.0018982900182015227
118;0.0011345689049618963
119;0.0008196104074072943
120;0.0003297086095908001
121;0.0011931375532717198
122;0.0003995014118613418
123;0.0002892510588825305
124;0.0003793244984188473
125;3.872845770927216e-06
126;4.607836139495668e-06
127;0.00013510732798160412
128;0.00016397725079821593
129;0.00022186784576086344
130;0.0003498661593688735
131;0.0006811862135182925
132;0.0003503974814996886
133;0.0010581660196339808
134;0.0004646991207184006
135;0.0007655018814470684
136;0.0007694384865670109
137;0.00027504510820736247
138;0.00044376462070727565
139;0.000692978661909415
140;0.0006852466011721738
141;0.0026508350830574826
142;0.0003817420629199024
143;0.004453357381419217
144;0.00043194056074540233
145;0.0010647763854854462
146;0.00015585594602594212
147;0.0007667446080089355
148;0.0013159934696749624
149;0.000178912876423446
150;0.00046546086411105247
151;0.00034973184353395025
152;0.00043861235361753733
153;0.0008340515003052133
154;0.00110382500573608
155;0.0013882649261416178
156;0.0006815644182484571
157;0.0005085092217848756
158;0.0004201072952019603
159;0.0006028630708720188
160;0.0006378957901495577
161;0.0006320309483392777
162;0.0006708673796330653
163;0.00038537009808918207
164;0.00015065442629848678
165;0.00041045339694094194
166;0.0010145424022600547
167;0.00018595518900166105
168;0.0002809966160217675
169;0.00024657124607305804
170;0.00035115817575451057
171;0.000720557576866496
172;0.0004802294042760772
173;0.0008183145097375192
174;0.0003452694765531425
175;0.0003051469724635339
176;0.0004009997607454272
177;0.001611294718109665
178;0.00023948183401534105
179;0.00044444499611060123
180;0.0026584729701747164
181;0.00020122699202093565
182;0.0008268631948023085
183;0.0006256826378551919
184;0.0003920513813569728
185;0.000724898580910792
186;0.00023599620914556717
187;0.0005834848376191107
188;0.0006132945771707218
189;0.00020866431232945836
190;0.0007574231215785975
191;0.000492875938162125
192;0.0010895425845539545
193;0.00020361694626902776
194;0.0005078100466813047
195;0.0003774001657848687
196;0.0012418737676081653
197;0.0004962383303072686
198;0.00020863195358357793
199;0.0025832561265133305
200;0.0005972525604692554
201;0.0005814771121046271
202;0.001330216528690327
203;0.00035297543068368744
204;0.0012771659051554378
205;0.0007484407895553542
206;0.0009714667322860654
207;0.00031428260902896765
208;0.0002204780583476512
209;0.0004520863745533596
210;0.000286407507939803
211;0.000552625387000626
212;0.0009070728014272943
213;0.0009692615478966116
214;0.001231219376751134
215;0.00022678312194069565
216;0.0005033125647331992
217;0.0006167432523187628
218;0.00026555373273098155
219;0.0004796677856345673
220;0.0015149072681905978
221;0.0005239012865005329
222;0.0014213965737829503
223;0.00041056053765192073
224;0.0004219098306712255
225;0.00020321427710515635
226;0.00038968658745766805
227;0.0006558690479105722
228;0.0007126326841248931
229;0.0009930752711930354
230;0.0006873886227899898
231;0.00026466188073913756
232;0.00034165861667916265
233;0.0008843667076763768
234;0.00032756933101052443
235;0.0005105752142315575
236;0.0008001917919985703
237;0.001010007290281447
238;0.00042895108863981153
239;0.0001247950646586167
240;0.0003894204563719228
241;0.0002527776319036843
242;0.000297694949119907
243;0.0004755870311096482
244;0.00032892831046174575
245;0.00017583790605686263
246;0.0009630195096107094
247;0.001145407484575045
248;0.0013044122287331644
249;0.0013866051478078573
250;0.0006846139836704146
251;0.0005062992100432528
252;0.00037766421742382704
253;0.0010219765672727673
254;0.0005068678659649029
255;0.00046438923353572125
256;0.00026142841401593207
257;0.003277211169248782
258;0.0004417072208946936
259;0.0003412089484338297
260;0.0014196135853059952
261;0.0036455781467609827
262;0.0004861201170149618
263;0.0004398600733306398
264;0.0006471525097308328
265;0.0003182914315148336
266;0.0010614208147247868
267;0.00016215535395890435
268;0.00027977316619977506
269;0.00024394924304621505
270;0.00034798341770835364
271;0.0009165709030376683
272;0.0009454053476108238
273;0.0009498249091102284
274;0.00042301298728313394
275;0.0002738045764811604
276;0.0005183431713811378
277;0.0010416762115728543
278;0.0005038600815249659
279;0.0010246725080328366
280;0.00017985543160240549
281;0.0004387920801219703
282;0.0002739933644775349
283;0.0003460607746966813
284;0.006971793925657541
285;0.00028943011981007454
286;0.0007865263957275856
287;0.0002690710727820832
288;0.0030700266538801575
289;0.00048527179522215745
290;0.0003689910394914055
291;0.0004800391568164047
292;0.00035799775374714373
293;0.000672103938096648
294;0.0004896203262687124
295;0.0004000687094602985
296;0.0007416224409187709
297;0.0005100577122553761
298;0.00031424606043499144
299;0.0008354335986421493
300;0.011864619296872162
301;0.0002684332310501653
302;0.0008331536213563221
303;0.00037556909978497886
304;0.00032981019809659006
305;0.00021701547575452733
306;0.00022889871049937494
307;0.0002072548151050804
308;1.0861394663094744e-06
309;0.0011346255210617322
310;0.00044406185916992167
311;0.0003207166142038565
312;0.0009612276718167906
313;0.0004121945169689801
314;0.0006818286571898327
315;0.00038136470711814163
316;0.0004890981385438259
317;0.00034861056757324156
318;0.0013082735363413654
319;0.0007997959621813235
320;0.000630429397807586
321;0.001037021492746867
322;0.0006041436535212916
323;5.273620123492052e-06
324;0.0005255898028854712
325;0.00027571112280939155
326;0.0001769568642019687
327;0.00030694013122127767
328;0.00032642975748087993
329;0.00041399221111621394
330;0.0010440562391058437
331;0.00028525519198526394
332;0.0011207215490213732
333;0.000413717515331255
334;0.00043364663801906866
335;0.000725283438906206
336;0.00047563635751919896
337;0.00017872262555113663
338;0.0002752803119166943
339;0.0007695482720220928
340;0.00013275352677504637
341;0.0009777528123572556
342;0.0002155595793036621
343;0.0005648076724554765
344;0.000330546537815018
345;0.00046169961419617714
346;0.00022370611484195306
347;0.00026527607688155266
348;0.0005396820871582101
349;0.0008160658503081234
350;0.0007747426259393449
351;0.001261812515170637
352;0.003904756309393266
353;0.0006007265021503227
354;0.0002971525740627837
355;0.0008763897599697988
356;0.0002695528635280939
357;0.0002863448274154577
358;0.001231219376751134
359;0.0004910843011250214
360;0.0004909721766305965
361;0.0006417877866011399
362;0.0010826453764533946
363;0.0012264841705957776
364;0.0017742494583374358
365;0.0003656894748929567
366;0.0002815457834391109
367;0.0003906595709405166
368;0.000824086020279369
369;0.0005900741275811695
370;0.0005528733064839212
371;0.0011375880624153434
372;0.0003461631795839945
373;0.0009085565007384631
374;0.00038848699127465774
375;0.0005321611091223929
376;0.0009266934289556061
377;0.0016973060414173429
378;0.0008296391195168163
379;0.00020952260640694733
380;0.001198907277546344
381;0.00065151816680362
382;0.0008252348987555027
383;9.055789356032016e-05
384;0.0005212665482991855
385;0.0011239607082313362
386;0.00047881706372417154
387;0.0009648218155411765
388;0.0018448122468921466
389;0.00019733933366430557
390;0.00443889925873306
391;0.0009609597233319969
392;0.0006327720920029637
393;0.0005937816144801787
394;0.00038903088055818123
395;0.0008903792658192502
396;0.00018392121728814077
397;0.0003142232647044986
398;0.00024552717514420496
399;0.0006899009092604885
400;0.000282923852539003
401;0.00033052278789894523
402;0.0006557803380550512
403;0.0004477870254322063
404;0.0001563441563355114
405;0.0005405675008923021
406;0.0014178871785522856
407;0.0006562070509345942
408;0.0007850421965047724
409;0.0005841494801069959
410;0.00022082106999557352
411;0.0006109462539171372
412;0.0010447459883301524
413;0.0001779666687099798
414;0.0005156987493643507
415;0.0005905067844915169
416;0.0004553513786352072
417;0.000507273996254043
418;0.0007102136080383544
419;0.00021253973323883278
420;0.0003268156631268633
421;0.0004512041477983765
422;0.0005758944619605526
423;0.0003576535281611758
424;0.0005419148244005136
425;0.00020490119301691916
426;0.0003189831291860832
427;0.0008693337801921039
428;0.00013707402334637645
429;0.0011760798724877904
430;0.0006075731284296747
431;0.002265452581744931
432;0.0008592431241959985
433;0.0002314297938863723
434;0.0012884619072700866
435;0.00042700083938964056
436;0.0007656892593604659
437;0.0003788366168732894
438;0.0006684089396863427
439;0.000282949468681552
440;0.0006213394303223074
441;0.0007384700092938904
442;0.00021857410547855249
443;0.00022488952656109787
444;0.0014180615708054244
445;0.0001271575429925352
446;0.00030525327637005066
447;0.0005091615372266936
448;0.0007524430918197453
449;0.0008158297247409987
450;0.0003756899536545769
451;0.0003904320177993217
452;0.0008329576740997471
453;0.0001033047276337794
454;0.0009803183268273516
455;0.0003813418075312928
456;0.0004671259488333021
457;0.0005051743822382023
458;0.0007095254209561534
459;0.001994958673671592
460;0.000766551029584863
461;0.00042986284437484694
462;0.0002978120261098816
463;0.0006838822563297797
464;0.00033717685762998603
465;0.0002912221935530287
466;0.00033151604374525933
467;0.0003580640746015857
468;0.00025899157962999285
469;0.0005638352014336876
470;0.0008349911315548374
471;0.003669835960558275
472;0.00034588055227804373
473;0.0010079512698178675
474;0.00044651346535871434
475;0.0010509446176832555
476;0.0001770264782425001
477;0.0004292343628168067
478;0.0015233962297418432
479;0.0018294183830243928
480;0.0006627810427224649
481;0.0010308082744942399
482;0.0003350121655989031
483;0.0008437456197714658
484;0.0006979918558214548
485;0.00043883265498974734
486;0.0004941519915393245
487;0.0009794828441553336
488;0.00015300802828373023
489;0.0007614576564936771
490;0.00032244191436592686
491;0.00038533158787270374
492;0.0006279246567771746
493;0.0007316843991974267
494;0.0010330652180741875
495;0.0004747180516171576
496;0.0005979906960353714
497;0.000588282210561142
498;0.0005312659593881659
499;0.00020741282071677042
500;0.00331547008688908
501;0.0009169244068190224
502;0.002996089153567154
503;0.0006445466739737829
504;0.0001994356403389654
505;0.00027261374206178046
506;0.0004169947409515395
507;0.00019267372519467783
508;0.001179647885934311
509;2.2129401500035463e-06
510;0.0009331915365978708
511;0.0005751943516066684
512;0.0007047936164005287
513;0.00034002353195624555
514;0.00040272932938020643
515;0.0010309179497756606
516;0.0005341550516291947
517;0.005379255319631412
518;0.0004436695766650234
519;0.0005318546506746786
520;0.0002375836553808711
521;0.0006349894621239376
522;0.00022003995629171929
523;0.0009471257460037189
524;0.000260729728309353
525;0.0011722560216143524
526;0.0005359558186648375
527;0.0009613454042036887
528;0.0007102962869069613
529;0.0012069270828304105
530;0.0003447728308905381
531;0.0006840277921603041
532;0.0005446870267347065
533;0.00030917302163421166
534;0.00024777389164917833
535;0.0006267887716781659
536;0.0002501144637012896
537;0.00037077883253193623
538;0.0005808729762110822
539;0.0007572558776193923
540;0.0002552625943722746
541;0.0016307159017811394
542;0.0005422637629669216
543;0.0005718107364416281
544;0.0003256920322346885
545;0.0002974287801638341
546;0.0009068446943495914
547;0.0020399791211066255
548;0.0007197795565581176
549;0.000647621644274457
550;0.0006469201069528825
551;0.0009015052776522146
552;0.002862928436332453
553;0.0001538329994727442
554;0.0002168846205842756
555;0.0009271228841380335
556;0.000646078085639677
557;0.0004296298608585319
558;0.0003892703579237168
559;0.00037782365787098187
560;0.0005330644201463413
561;0.0006731876618379513
562;0.0001816654370196014
563;0.00043265315023779065
564;0.0005213746219567087
565;0.002545089605211399
566;0.0003587722556128404
567;0.0009865227733448292
568;0.0004921814343846884
569;0.0003028642575900401
570;0.00039121570961301927
571;0.0006660707311239764
572;0.0007118683582686919
573;0.0007608371067045865
574;0.0005248955577992528
575;0.0007098729297458087
576;0.00022380793337284846
577;0.0005097557764086336
578;0.0004466826340454378
579;0.0005753829311635432
580;0.0006251169051468743
581;0.00029721711289172186
582;0.00039601032694332856
583;0.0009004964596602727
584;0.0036995001743774162
585;0.0002831464275563205
586;0.00047232591431586656
587;0.0003714381326251607
588;0.0004254813916304106
589;0.0008836775344387779
590;0.0006925320979518249
591;0.0008066800315228018
592;0.00026846161685365887
593;0.0011044103532182382
594;0.00023583081921491313
595;0.00029804874611016636
596;0.0008633708024639643
597;0.0006807423630048322
598;0.0008782217387498856
599;0.0007657084833595951
600;0.0005027175011360028
601;0.00102423820949437
602;0.00022546196561497954
603;0.0003742412471685696
604;0.0008966872869603547
605;0.0010360835059563317
606;0.00030558693398562717
607;0.0003807195564406121
608;0.00023904497514070876
609;0.000666447034861319
610;0.0005564797614961759
611;0.00022330851135081493
612;0.0003780233149474377
613;0.0006877009242532866
614;0.00014726506398415678
615;0.0014480172199442345
616;0.0007412506881193893
617;0.00043404003231253677
618;0.0002943276102397151
619;0.0007035825453450669
620;0.0025256514892201504
621;0.0006158624930863254
622;0.0006673303359755068
623;0.0003127606492879499
624;0.00040425659612656345
625;0.0008356478421151841
626;0.0007095902031708446
627;0.00017498064614275365
628;0.0004765248222533833
629;0.0006030156622431251
630;0.0009265790605626695
631;0.0004096412469497957
632;0.0011585068093325236
633;0.0003459848603281726
634;0.0003213017444829896
635;0.00042754824809283646
636;0.0004247437011885076
637;0.0005563353261023212
638;0.0009954808415289307
639;0.0007436730400116648
640;0.0003841458671676468
641;0.00042152237240500605
642;0.0004152457052616274
643;0.0002446306030661478
644;0.0004381838779423033
645;0.000305112499308257
646;0.0002775271831821838
647;0.000575744010805682
648;0.0008505633707318369
649;0.00018330097166479513
650;0.00047874623746454857
651;0.00033861799514922045
652;0.00041767015223636683
653;0.0002305339133290181
654;0.001833943367943016
655;0.00022086977184687296
656;0.0008263786594627475
657;0.0002062751895078981
658;0.00029546029523970876
659;0.000376258982690384
660;0.00031446543313267723
661;0.0005903314913848475
662;0.0003463907569746636
663;0.001734775636002642
664;0.0009604040617839125
665;0.006797922793507455
666;0.0007488723193157694
667;0.0006516880721984315
668;0.0003555206903327832
669;0.00014420804258063395
670;0.0003610295317467543
671;0.0006336154855598981
672;0.00037906010893046455
673;0.00600746199992312
674;0.00045322649367606063
675;0.00026539520901052495
676;0.00012250054036726387
677;0.00021102733278490385
678;0.0005734545362260491
679;0.0003539112899054794
680;0.001092766263907459
681;0.00015645777482747812
682;0.0004556998615296297
683;0.0005247319860541538
684;0.00023319520487271892
685;0.00027293072744846345
686;0.00045687900863581915
687;0.0010283598774640755
688;0.0003218359883345595
689;0.0019988711046474224
690;0.00033518570278035935
691;0.0003718103873461055
692;0.0005465450223704518
693;0.0002922278979621682
694;0.00031390092129677735
695;0.0008051609733186627
696;0.00026007566334329915
697;0.0004792400866562946
698;0.0013729671915375845
699;0.0003655371507974793
700;0.0004721184228971137
701;0.0007348835916518209
702;0.0006055918160946417
703;0.000567756904614202
704;0.0002034305192227147
705;0.00040859677969810843
706;0.0004588772178273106
707;0.0001581349909056777
708;0.000301716312175264
709;0.000684506575881349
710;0.0005417775827902798
711;0.00016347370302563234
712;0.00048101825576927625
713;0.0002671313686721347
714;0.00047602974585220453
715;0.0006419405986022792
716;0.0005156997016325162
717;0.0002225175069174292
718;0.00030186158836173255
719;0.00027982630896025116
720;0.001121554351310563
721;0.001020719635632779
722;0.00022578303325430013
723;0.00033496089541459434
724;0.0002465107602728011
725;0.0010111289099922604
726;0.0057990811502987355
727;0.0006299723021158241
728;0.0012110446329066378
729;0.00037817852469465503
730;0.00019606391300975703
731;0.000674416000355437
732;0.0005947764152934428
733;0.00010267271639885289
734;0.0003524151160499129
735;0.000310961026324372
736;0.000157828572262411
737;0.00024347416364585255
738;0.000420196211481827
739;0.00338507510665521
740;0.00036527048657999716
741;0.0006359915248862712
742;0.0005259288119482807
743;0.00022258366378586513
744;0.0008960132565971513
745;0.0011234939727048135
746;0.00032016969738132237
747;0.00027523974740908497
748;0.00038240640219679503
749;0.001003556006237574
750;0.0008437635240719982
751;0.000507795137425211
752;0.00023887895821639603
753;0.001144084443506717
754;0.0035225526886109373
755;0.0001443327901909866
756;0.00038599788425410213
757;0.0005074616606453121
758;0.00036517493658025146
759;0.0008747428957637856
760;0.0007699206162579599
761;0.0014018527535958542
762;0.000614590609408216
763;0.000862814655578412
764;0.0008569580388024508
765;0.0003833318252436735
766;0.0004077315659640312
767;8.823789446445812e-07
768;0.0010907606199836997
769;0.0003731531886636242
770;0.0002588301204803049
771;0.0018870303319875284
772;0.00020253233472852106
773;0.0005165992611309012
774;0.0003932759586684954
775;0.00030655288997162653
776;0.004908933436912963
777;0.0017465511515484327
778;0.0001601756015001248
779;0.00038918063186688427
780;0.001334632980140812
781;0.0004481922007499001
782;0.00043372673909991175
783;0.0002895759898984996
784;0.00022784033698906078
785;0.00029122927709925055
786;0.00021192902703627935
787;0.0007985290214040313
788;0.00037378858475214884
789;0.000652696279589355
790;0.0013820826144923738
791;0.00033411728230137616
792;0.0004572632977553283
793;0.00029926774841757464
794;0.001065870225370718
795;0.00030402000794277806
796;0.0013158487940821706
797;0.000877113504179066
798;0.0009723239066482092
799;0.00035707255197660825
800;0.0002568358266034813
801;0.0002972034790547378
802;0.0005285629801548046
803;0.00046409703550972804
804;0.000549621074138429
805;0.0005573879666556691
806;0.0069886861818345605
807;0.000391370210533484
808;6.66334844239016e-05
809;0.00022018364880133648
810;0.0003293578671442596
811;0.0004258396142012881
812;0.0005206308212879194
813;0.0006237654398771028
814;0.0005577142580070272
815;0.0007732239291122863
816;0.0003540555050994806
817;0.0006708958580001059
818;0.0012768776558882407
819;0.00026076893656230024
820;0.00022889444598404355
821;0.0012288738722460114
822;0.0011090275223466781
823;0.0009341576412832167
824;0.00022589798557883114
825;0.0003694379852907622
826;0.0005541568577329105
827;0.0007976803900669133
828;7.2545932690783e-05
829;0.0002660473468104571
830;0.00023772172220507622
831;0.0006179889324321136
832;0.00033786593553753255
833;0.00020122588533733965
834;0.0002948060550194355
835;0.0004595114032056275
836;0.003296232794543627
837;0.0005307261810373507
838;0.00019499485518414863
839;0.0005275876755021456
840;0.0006592370132933141
841;0.00042235762092711045
842;0.00028417681867117623
843;0.0003330265075109125
844;0.0015438798726316904
845;0.0012573054284254878
846;0.0005402361888069075
847;0.0003985418478405311
848;0.0004742749743684152
849;0.0006097345129371057
850;0.0017738264938764214
851;0.004234562864737163
852;0.00043655568709255547
853;0.00035442392960790745
854;0.0003755685409790419
855;0.0005772576077230124
856;0.00025407812822630075
857;0.00023813499844946298
858;0.0001954180309959077
859;0.000650652278887193
860;0.001120888153911624
861;0.002101039351350462
862;0.0009894873226911594
863;0.0009093407633013667
864;0.0033907156536819023
865;0.0011081750997450758
866;0.0005390981178415384
867;0.0007263682309754865
868;0.0005053102720277613
869;0.00024912877125917696
870;0.0006221909143444983
871;0.00035337364996733845
872;0.00025533191084084093
873;0.0005770623586627204
874;0.0008551686765530418
875;0.0012600626725369417
876;0.0004524465985706546
877;0.000736812548027361
878;0.0003457088227027013
879;0.00042802474175448937
880;0.0006010035662856241
881;0.000123281253653755
882;0.0004682403067294333
883;0.0005837240143667496
884;0.0006931731315201342
885;0.0005046959921934333
886;0.0005234322323701449
887;0.00033089130832399534
888;0.0019013649825899534
889;0.0002889347774857231
890;0.0012087848620113617
891;0.0003360738218979495
892;0.000987497640058209
893;0.00040903500200043777
894;0.0008924616289026869
895;0.0009260134895352638
896;0.0003908354215656221
897;0.0005099768386174213
898;0.0004117412643516823
899;0.000616769711213027
900;0.00048826971129811145
901;0.00020890386646036323
902;0.0004347716057005335
903;0.0003938457519743577
904;0.0002623770749410362
905;0.000330706288987924
906;0.0009742557326204726
907;0.0005154650417505564
908;0.0009771928944479985
909;0.0006531816264614729
910;0.01139923660752553
911;0.00030324902266324174
912;0.0004227909029669918
913;0.0005717444937618426
914;0.001045131930667692
915;0.0005846330317448863
916;0.0007973799348699111
917;0.0002959769274026481
918;9.140152272380608e-05
919;0.0005968940666979147
920;0.0004443774681441008
921;0.00015978430485047806
922;0.0011626776371031426
923;1.7064869571308434e-06
924;0.000591666565790283
925;0.0007565945972472504
926;0.000499073776845334
927;0.00015875297277686908
928;0.0004719844925701001
929;0.000467012825371688
930;0.0007916554497098307
931;0.0005178152352132221
932;0.00015457284524522492
933;0.0003220853815153497
934;0.000337380938971954
935;0.000168637883972488
936;0.0042464036483827
937;0.001206523183486732
938;0.00021329158012322526
939;0.0006464584097956542
940;0.0012006249766128765
941;0.0005346056406767424
942;0.002250632110983397
943;0.00043004775767355603
944;0.00035978619680609997
945;0.0011001893617598928
946;0.0009342080888760293
947;0.0009997673347299238
948;0.0001964841830243729
949;0.0005982053490061773
950;0.00029110813380727347
951;0.00043404500203456624
952;0.00040866305177091945
953;0.00024304246425232477
954;0.0015702489012493848
955;0.0003065835348894925
956;0.0005991011663217666
957;0.000596920063963139
958;0.0010914273732701102
959;0.00035285411323112564
960;0.002086793760766298
961;0.0004590760866122268
962;0.00017639392654990449
963;0.0005294931769624562
964;0.001168932364727995
965;0.00045392488789703685
966;0.0005400434129927269
967;0.0010000004700695304
968;0.0005311752386355063
969;0.0002987776964952105
970;0.0024583958567063117
971;0.0013757491258382503
972;0.0003302148716482948
973;0.0005405686894709849
974;0.00042829397945965666
975;0.0005546905390111216
976;0.00020375508953509629
977;0.00031098479379943275
978;0.0008952068707239332
979;0.0008101795843504779
980;0.0002653211750147669
981;0.0008672736490226595
982;0.0004217618733112212
983;0.0004263247251498814
984;0.0007226124257262882
985;0.0005378328350497308
986;0.00032939652125436126
987;0.0006164207854050812
988;0.0005027018486555655
989;0.00031474953022064166
990;0.00041261104989564736
991;1.2824932940057594e-06
992;0.00040982251033391077
993;0.0006398037361785418
994;0.0005262473255083757
995;0.0006000849547536146
996;0.00018895629828479457
997;0.0005785835828943283
998;0.0007571392443909739
999;0.0005185990403803905
1000;0.00045509581772088496
1001;0.0044524391767841506
1002;0.000520330215817404
1003;0.0003607079038211794
1004;0.0003404836935658287
1005;0.0002728979259155694
1006;8.511203542425922e-05
1007;0.00077626146626721
1008;0.001044727551647788
1009;0.0005571200267104565
1010;0.0003776164885287701
1011;0.0005382884811119438
1012;0.0006309088459190741
1013;0.00102104750416053
1014;0.0011764479223938594
1015;0.0007598147742791451
1016;0.00015945300541869592
1017;0.00043306471806714143
1018;0.0005068219819073696
1019;0.0001840456737198078
1020;0.0004984803432373625
1021;0.000538723622248069
1022;0.00026670447936540093
1023;0.0004654045912630895
1024;0.00032764806833999115
1025;0.0004994638622926767
1026;0.0003254761039667237
1027;0.00040508529193267076
1028;0.000505891831742129
1029;0.0007947449021802229
1030;0.0006140866132125021
1031;0.0005173770357934872
1032;0.0005385901927205093
1033;0.00036333780525055003
1034;0.0009126325004676515
1035;0.0006239248465854196
1036;0.0002765466159715341
1037;0.0005266223436517741
1038;0.00029496177277041097
1039;0.0016753675034393211
1040;0.008744017503962314
1041;0.0001445078661866112
1042;0.0005107720091357415
1043;0.00046747747489553804
1044;0.0004929096218895884
1045;0.00021880256340412984
1046;0.0021512578296658974
1047;0.0004407252407956009
1048;0.0006105517207938522
1049;0.0006382363112581722
1050;0.0007842457204989433
1051;0.00045234385705495155
1052;0.0003657217981280169
1053;0.0005281517536012567
1054;0.0008355301549931224
1055;0.00014246268057571703
1056;0.00044367159604967633
1057;0.0005705627508895727
1058;0.00033259697572120435
1059;0.0001354908654495646
1060;0.000969720408114065
1061;0.0010668332439546543
1062;0.00015159575494072772
1063;0.0003843163412206176
1064;0.000702889486089987
1065;0.0004631159091374724
1066;0.0012154899739402472
1067;0.0004135584533145123
1068;0.00037780754758162135
1069;0.00043029575069510214
1070;0.000443408641987032
1071;0.0004615457748181703
1072;0.00026065944915709037
1073;0.00029823739468731774
1074;0.00028298444073255653
1075;0.0004562383315221944
1076;0.0013181019210951538
1077;0.000562605416245427
1078;0.00033054689207577336
1079;0.0001942571453886723
1080;0.00023157800089626597
1081;0.000753973623079281
1082;0.0002269799801449356
1083;0.00034711722714939785
1084;0.0002873505017461149
1085;0.0004264421820699169
1086;0.0004943032896148973
1087;0.00019908935250292667
1088;0.00042494876931087756
1089;0.0004962906955385558
1090;0.00045839986536337017
1091;0.00048754988823808924
1092;0.00032854080761727573
1093;6.796395738023726e-05
1094;0.0004451267549267114
1095;0.0012561965881030198
1096;0.0004648306704694064
1097;0.0011857535901228335
1098;0.005356506961685713
1099;0.0003949873210691959
1100;0.00045051599314521073
1101;0.0004454642494570286
1102;0.00013604531044005816
1103;0.00029184298397466873
1104;0.0007610650734267883
1105;0.0004438751816645059
1106;0.0001830761593743708
1107;0.0008751901802876382
1108;0.0005216997369731718
1109;0.002053608490504358
1110;0.00036383087866922
1111;0.00033793466641025784
1112;0.00022190512046976028
1113;0.0005194464465614519
1114;0.0006452968118202167
1115;0.0015372038408915593
1116;0.001023936061351763
1117;0.0017914227033997922
1118;8.452236439948629e-06
1119;0.0012861027002880024
1120;0.0010323099369159978
1121;0.00030134684363457786
1122;0.0006105107291220433
1123;0.000271011026723845
1124;0.00021440720896607058
1125;0.0002568961685708684
1126;0.0008661566457060353
1127;0.0007477136342267769
1128;0.0009781153822845147
1129;0.0008246857458293933
1130;0.0005189643352771942
1131;0.000756088562868204
1132;0.000455841546276171
1133;0.0007843724537902599
1134;0.0006195440458540096
1135;0.0005912644274292082
1136;0.00031128399339343547
1137;0.0014909657436106747
1138;2.5708157967615028e-05
1139;0.00027428297326774346
1140;0.00046110853366365456
1141;0.00032882905375680184
1142;0.004492568285630113
1143;0.0005532222338467843
1144;0.0037759441633053972
1145;0.001245945677852082
1146;0.0007853827312377324
1147;0.004055386270980145
1148;0.0005313178439167648
1149;0.0005550057718506998
1150;0.000524633322785878
1151;0.0005069738783022219
1152;0.0006987896830656338
1153;0.00017006072578733885
1154;0.0007307790263392174
1155;0.001119314650798861
1156;0.0002717160580638549
1157;0.0006808604836704575
1158;0.0012166779779338797
1159;0.0005109762623415028
